id	title
A21B	FOURS DE BOULANGERIE; MACHINES OU MATÉRIEL DE CUISSON AU FOUR (matériel de cuisson à usage domestique A47J0037000000;appareils à combustion F23;fourneaux ou cuisinières domestiques étant totalement ou partiellement des fours F24B, F24C)
A21C	MACHINES OU MATÉRIEL POUR LA PRÉPARATION OU LE TRAITEMENT DE LA PÂTE; MANUTENTION DES PRODUITS CUITS EN PÂTE
A21D	TRAITEMENT, p.ex. CONSERVATION, DE LA FARINE OU DE LA PÂTE À CUIRE, p.ex. PAR ADDITION D'INGRÉDIENTS; CUISSON; PRODUITS DE BOULANGERIE; LEUR CONSERVATION
A22B	ABATTAGE
A22C	TRAITEMENT DE LA VIANDE, DE LA VOLAILLE OU DU POISSON (conserves A23B;production de compositions à base de protéines pour l'alimentation A23J0001000000;produits alimentaires à base de poisson, viande ou volaille A23L;broyage, p.ex. hachage de la viande, B02C0018000000;préparation de protéines C07K0001000000)
A23B	CONSERVATION, p.ex. PAR MISE EN BOÎTE, DE LA VIANDE, DU POISSON, DES ŒUFS, DES FRUITS, DES LÉGUMES, DES GRAINES COMESTIBLES; MÛRISSEMENT CHIMIQUE DES FRUITS OU DES LÉGUMES; PRODUITS CONSERVÉS, MÛRIS OU MIS EN BOÎTE
A23C	PRODUITS LAITIERS, p.ex. LAIT, BEURRE, FROMAGE; SUCCÉDANÉS DU LAIT OU DU FROMAGE; LEUR FABRICATION (production de compositions à base de protéines pour l'alimentation A23J0001000000;préparation de peptides, p.ex. de protéines, en général C07K0001000000)
A23D	HUILES OU GRAISSES COMESTIBLES, p.ex. MARGARINES, HUILES POUR CUISSON (production, raffinage, conservation C11B, C11C;hydrogénation C11C0003120000)
A23F	CAFÉ; THÉ; SUCCÉDANÉS DU CAFÉ OU DU THÉ; LEUR FABRICATION, PRÉPARATION OU INFUSION
A23G	CACAO; PRODUITS À BASE DE CACAO, p.ex. CHOCOLAT; SUCCÉDANÉS DE CACAO OU DE PRODUITS À BASE DE CACAO; CONFISERIE; CHEWING-GUM; GLACES; LEUR FABRICATION
A23J	COMPOSITIONS À BASE DE PROTÉINES POUR L'ALIMENTATION; TRAITEMENT DES PROTÉINES POUR L'ALIMENTATION; COMPOSITIONS À BASE DE PHOSPHATIDES POUR L'ALIMENTATION
A23K	PRODUITS ALIMENTAIRES SPÉCIALEMENT ADAPTÉS AUX ANIMAUX; PROCÉDÉS SPÉCIALEMENT ADAPTÉS À LEUR FABRICATION
A23L	ALIMENTS, PRODUITS ALIMENTAIRES OU BOISSONS NON ALCOOLISÉES NON COUVERTS PAR LES SOUS-CLASSES A21D OU A23B-A23J; LEUR PRÉPARATION OU TRAITEMENT, p.ex. CUISSON, MODIFICATION DES QUALITÉS NUTRITIVES, TRAITEMENT PHYSIQUE  (mise en forme ou traitement non entièrement couvert par la présente sous-classe A23P); CONSERVATION DES ALIMENTS OU PRODUITS ALIMENTAIRES EN GÉNÉRAL
A23N	MACHINES OU APPAREILS POUR TRAITER LES RÉCOLTES DE FRUITS, DE LÉGUMES OU DE BULBES À FLEURS EN GRANDES QUANTITÉS, NON PRÉVUS AILLEURS; ÉPLUCHAGE DE LÉGUMES OU PELAGE DE FRUITS EN GRANDES QUANTITÉS; APPAREILS POUR LA PRÉPARATION DE LA NOURRITURE POUR ANIMAUX (machines pour hacher la paille ou le fourrage A01F0029000000;désagrégation, p.ex. broyage, B02C;séparation, p.ex. coupe, fendage, découpage, B26B, B26D)
A23P	MISE EN FORME OU TRAITEMENT DES PRODUITS ALIMENTAIRES NON COUVERTS INTÉGRALEMENT PAR UNE SEULE AUTRE SOUS-CLASSE
A24B	FABRICATION OU PRÉPARATION DU TABAC À FUMER OU À CHIQUER; TABAC; TABAC À PRISER
A24C	MACHINES POUR LA FABRICATION DES CIGARES OU CIGARETTES
A24D	CIGARES; CIGARETTES; FILTRES À FUMÉE DE TABAC; BOUTS DE CIGARES OU DE CIGARETTES; FABRICATION DES FILTRES À FUMÉE DE TABAC OU DES BOUTS
A24F	ARTICLES POUR FUMEURS; BOÎTES D’ALLUMETTES; DISPOSITIFS PERMETTANT DE FUMER ARTIFICIELLEMENT (appareils à inhalation pour besoins thérapeutiques, en forme de cigare, de cigarette ou de pipe A61M0015060000)
A41B	CHEMISES; SOUS-VÊTEMENTS; LAYETTE; MOUCHOIRS
A41C	CORSETS; SOUTIENS-GORGE
A41D	VÊTEMENTS DE DESSUS; VÊTEMENTS DE PROTECTION; ACCESSOIRES
A41F	DISPOSITIFS D'ATTACHE POUR VÊTEMENTS; ARTICLES DE SUSPENSION
A41G	FLEURS ARTIFICIELLES; POSTICHES; MASQUES; PLUMES
A41H	OUTILS OU MÉTHODES, NON PRÉVUS AILLEURS, POUR LA CONFECTION DES VÊTEMENTS, p.ex. POUR LA CONFECTION SUR MESURE, LE PRÊT-À-PORTER (machines, outils ou méthodes pour la confection d'articles d'habillement particuliers, voir les groupes correspondant à ces articles dans A41B-A41F;outils ou machines pour couper en général B26;tissage, tressage, tapisserie, broderie, fabrication de dentelle ou de pompons, traitement des textiles D03-D06;machines à coudre, appareils de couture, appareils à défaire les coutures D05B;coupe ou séparation des matériaux textiles D06H0007000000)
A42B	CHAPEAUX; COUVRE-CHEFS  (bandeaux en forme de serre-tête A41D0020000000;foulards A41D0023000000)
A42C	FABRICATION OU GARNITURE DES COUVRE-CHEFS, p.ex. DES CHAPEAUX
A43B	ÉLÉMENTS CARACTÉRISTIQUES DES CHAUSSURES; PARTIES CONSTITUTIVES DES CHAUSSURES
A43C	ATTACHES OU ACCESSOIRES POUR CHAUSSURES; LACETS EN GÉNÉRAL
A43D	MACHINES, OUTILLAGE, ÉQUIPEMENT OU PROCÉDÉS POUR FABRIQUER OU RÉPARER LES CHAUSSURES (machines à coudre D05B)
A44B	BOUTONS, ÉPINGLES, BOUCLES, FERMETURES À CURSEUR OU À GLISSIÈRE OU SIMILAIRES (fermetures spécialement adaptées aux chaussures A43C)
A44C	PARURES PERSONNELLES, p.ex. BIJOUTERIE; PIÈCES DE MONNAIE
A45B	CANNES (aides pour la marche, p.ex. cannes, pour aveugles A61H0003060000); PARAPLUIES OU OMBRELLES; ÉVENTAILS OU OBJETS SIMILAIRES POUR DAMES (porte-cannes, porte-parapluies ou supports pour cannes ou parapluies A47G0025120000)
A45C	PORTE-MONNAIE; BAGAGES; SACS PORTÉS À LA MAIN
A45D	ARTICLES POUR LA COIFFURE OU LE RASAGE   (perruques, faux-toupets ou articles similaires A41G0003000000, A41G0005000000;  fauteuils de coiffeur A47C0001040000;  outils pour couper les cheveux, rasoirs B26B); ARTICLES COSMÉTIQUES OU POUR LES TRAITEMENTS COSMÉTIQUES, p.ex. POUR LA MANUCURE OU LA PÉDICURIE 
A45F	MATÉRIEL DE VOYAGE OU DE CAMPING; SACS OU PAQUETAGES PORTÉS SUR LE CORPS
A46B	BROSSES OU PINCEAUX (manches ne faisant pas corps avec la brosse B25G)
A46D	FABRICATION DES BROSSES OU PINCEAUX
A47B	TABLES; BUREAUX; MOBILIER DE BUREAU; MEUBLES À TIROIRS; TIROIRS; PARTIES CONSTITUTIVES GÉNÉRALES DES MEUBLES (montage des meubles F16B0012000000)
A47C	CHAISES (sièges spécialement conçus pour les véhicules B60N0002000000); CANAPÉS; LITS (capitonnage en général B68G)
A47D	AMEUBLEMENT SPÉCIALEMENT CONÇU POUR ENFANTS (bancs ou pupitres d'écoliers A47B0039000000, A47B0041000000)
A47F	AMEUBLEMENT, AGENCEMENTS OU ACCESSOIRES SPÉCIAUX POUR MAGASINS, ENTREPÔTS, BARS, RESTAURANTS OU LIEUX SIMILAIRES; GUICHETS
A47G	USTENSILES DE MÉNAGE OU DE TABLE (serre-livres A47B0065000000;couteaux B26B)
A47H	GARNITURES POUR FENÊTRES OU PORTES (se rapportant au fonctionnement de la porte ou de la fenêtre E05;stores à rouleaux E06B;aménagements particuliers ou dispositions en rapport avec les portes ou fenêtres, p.ex. pour la ventilation ou l'étanchéité, E06B0007000000 )
A47J	MATÉRIEL DE CUISINE; MOULINS À CAFÉ; MOULINS À ÉPICES; APPAREILS À PRÉPARER LES BOISSONS
A47K	APPAREILS SANITAIRES NON PRÉVUS AILLEURS (liaison à l'alimentation en eau ou à la canalisation d'égout, éviers E03C;water-closets E03D); ACCESSOIRES DE TOILETTE (équipements pour cosmétiques A45D)
A47L	LAVAGE OU NETTOYAGE DOMESTIQUE (brosses A46B;nettoyage de grandes quantités de bouteilles ou d'autres objets creux d'une seule espèce B08B0009000000;blanchissage D06F); ASPIRATEURS EN GÉNÉRAL (nettoyage en général B08)
A61B	DIAGNOSTIC; CHIRURGIE; IDENTIFICATION (analyse de matériau biologique G01N, p.ex. G01N0033480000)
A61C	TECHNIQUE DENTAIRE; DISPOSITIFS OU MÉTHODES POUR L'HYGIÈNE BUCCALE OU DENTAIRE (brosses à dents non entraînées A46B;préparations pour la technique dentaire A61K0006000000;préparations pour le nettoyage des dents A61K0008000000, A61Q0011000000)
A61D	INSTRUMENTS, APPAREILS, OUTILLAGE OU MÉTHODES DE MÉDECINE VÉTÉRINAIRE
A61F	FILTRES IMPLANTABLES DANS LES VAISSEAUX SANGUINS; PROTHÈSES; DISPOSITIFS MAINTENANT LE PASSAGE OU ÉVITANT L'AFFAISSEMENT DE STRUCTURES CORPORELLES TUBULAIRES, p.ex. STENTS; DISPOSITIFS D'ORTHOPÉDIE, DE SOINS OU DE CONTRACEPTION; FOMENTATION; TRAITEMENT OU PROTECTION DES YEUX OU DES OREILLES; BANDAGES, PANSEMENTS OU GARNITURES ABSORBANTES; NÉCESSAIRES DE PREMIERS SECOURS (prothèses dentaires A61C)
A61G	MOYENS DE TRANSPORT, MOYENS DE TRANSPORT PERSONNELS OU AMÉNAGEMENTS, SPÉCIALEMENT ADAPTÉS POUR LES PERSONNES HANDICAPÉES OU LES MALADES (appareils pour aider les personnes handicapées à marcher A61H0003000000); TABLES OU CHAISES D'OPÉRATION; FAUTEUILS POUR SOINS DENTAIRES; DISPOSITIFS D'INHUMATION (embaumement des cadavres A01N0001000000)
A61H	APPAREILS DE PHYSIOTHÉRAPIE, p.ex. DISPOSITIFS POUR LOCALISER OU STIMULER LES ENDROITS DE RÉFLECTIVITÉ DU CORPS; RESPIRATION ARTIFICIELLE; MASSAGE; BAINS POUR USAGES THÉRAPEUTIQUES OU HYGIÉNIQUES PARTICULIERS OU POUR PARTIES DÉTERMINÉES DU CORPS (électrothérapie, magnétothérapie, thérapie par radiations, thérapie par ultrasons A61N)
A61J	RÉCIPIENTS SPÉCIALEMENT ADAPTÉS À DES FINS MÉDICALES OU PHARMACEUTIQUES; DISPOSITIFS OU PROCÉDÉS SPÉCIALEMENT CONÇUS POUR DONNER À DES PRODUITS PHARMACEUTIQUES UNE FORME PHYSIQUE DÉTERMINÉE OU UNE FORME PROPRE À LEUR ADMINISTRATION; DISPOSITIFS POUR ADMINISTRER LA NOURRITURE OU LES MÉDICAMENTS PAR VOIE BUCCALE; AMUSETTES BUCCALES POUR BÉBÉS; CRACHOIRS
A61K	PRÉPARATIONS À USAGE MÉDICAL, DENTAIRE OU POUR LA TOILETTE (dispositifs ou procédés spécialement conçus pour donner à des produits pharmaceutiques une forme physique déterminée ou une forme propre à leur administration A61J0003000000;aspects chimiques de, ou utilisation de substances chimiques pour, la désodorisation de l'air, la désinfection ou la stérilisation, les bandages, les pansements, les garnitures absorbantes ou les articles chirurgicaux A61L;compositions à base de savon C11D)
A61L	PROCÉDÉS OU APPAREILS POUR STÉRILISER DES MATÉRIAUX OU DES OBJETS EN GÉNÉRAL; DÉSINFECTION, STÉRILISATION OU DÉSODORISATION DE L'AIR; ASPECTS CHIMIQUES DES BANDAGES, DES PANSEMENTS, DES GARNITURES ABSORBANTES OU DES ARTICLES CHIRURGICAUX; MATÉRIAUX POUR BANDAGES, PANSEMENTS, GARNITURES ABSORBANTES OU ARTICLES CHIRURGICAUX (conservation des corps ou désinfection caractérisée par les agents employés A01N;conservation, p.ex. stérilisation, de la nourriture ou des produits alimentaires A23;préparations à usage médical, dentaire ou pour la toilette A61K)
A61M	DISPOSITIFS POUR INTRODUIRE DES AGENTS DANS LE CORPS OU LES DÉPOSER SUR CELUI-CI (introduction ou dépôt de remèdes dans ou sur le corps des animaux A61D0007000000;moyens pour appliquer les tampons A61F0013260000;dispositifs pour administrer de la nourriture ou des médicaments par voie buccale A61J;récipients pour recueillir, stocker ou administrer du sang ou des fluides médicaux A61J0001050000); DISPOSITIFS POUR FAIRE CIRCULER DES AGENTS DANS LE CORPS OU POUR LES EN RETIRER (chirurgie A61B;aspects chimiques des articles chirurgicaux A61L;magnétothérapie utilisant des éléments magnétiques placés à l'intérieur du corps A61N0002100000); DISPOSITIFS POUR PROVOQUER LE SOMMEIL OU LA LÉTHARGIE OU POUR Y METTRE FIN
A61N	ÉLECTROTHÉRAPIE; MAGNÉTOTHÉRAPIE; THÉRAPIE PAR RADIATIONS; THÉRAPIE PAR ULTRASONS (mesure des courants bioélectriques A61B;instruments, dispositifs ou procédés chirurgicaux pour transférer des formes non mécaniques d'énergie vers le corps ou à partir de celui-ci A61B0018000000;appareils d'anesthésie en général A61M;lampes à incandescence H01K;radiateurs à infrarouges pour le chauffage H05B)
A61P	ACTIVITÉ THÉRAPEUTIQUE SPÉCIFIQUE DE COMPOSÉS CHIMIQUES OU DE PRÉPARATIONS MÉDICINALES
A61Q	UTILISATION SPÉCIFIQUE DE COSMÉTIQUES OU DE PRÉPARATIONS SIMILAIRES POUR LA TOILETTE
A62B	DISPOSITIFS, APPAREILS OU PROCÉDÉS DE SAUVETAGE (soupapes spécialement conçues pour usage médical A61M0039000000;composition des substances chimiques utilisées dans les appareils de réanimation, masques à gaz, appareils respiratoires ou similaires A62D;sauvetage en montagne ou sur les arbres A63B0027000000, A63B0029000000;dispositifs, appareils ou procédés de sauvetage spécialement conçus pour le sauvetage en mer B63C0009000000;équipement de plongeurs B63C0011000000;spécialement conçus pour être utilisés en aéronautique, p.ex. parachutes, sièges éjectables, B64D;dispositifs de sauvetage particuliers aux mines E21F0011000000)
A62C	LUTTE CONTRE L'INCENDIE (compositions pour éteindre les incendies, emploi de produits chimiques pour éteindre les incendies A62D0001000000;pulvérisation, application de liquides ou d'autres matériaux fluides aux surfaces en général B05; aéronefs destinés à la lutte contre l'incendie B64D0001160000;systèmes d'alarme G08B, p.ex. alarmes d'incendie déclenchées par la fumée ou les gaz G08B0017100000)
A62D	MOYENS CHIMIQUES POUR ÉTEINDRE LES INCENDIES; PROCÉDÉS POUR RENDRE LES SUBSTANCES CHIMIQUES NUISIBLES INOFFENSIVES OU MOINS NUISIBLES EN EFFECTUANT UN CHANGEMENT CHIMIQUE; COMPOSITION DES MATÉRIAUX POUR REVÊTEMENTS OU VÊTEMENTS PROTECTEURS CONTRE LES AGENTS CHIMIQUES NUISIBLES; COMPOSITION DES MATÉRIAUX POUR LES PARTIES TRANSPARENTES DES MASQUES À GAZ, APPAREILS RESPIRATOIRES, SACS OU CASQUES RESPIRATOIRES; COMPOSITION DES SUBSTANCES CHIMIQUES UTILISÉES DANS LES APPAREILS RESPIRATOIRES
A63B	MATÉRIEL D'ÉDUCATION PHYSIQUE, DE GYMNASTIQUE, DE NATATION, D'ESCALADE OU D'ESCRIME; JEUX DE BALLES; MATÉRIEL D'ENTRAÎNEMENT (appareils pour l'exercice passif, massage A61H)
A63C	PATINS; SKIS; PATINS À ROULETTES; FORME OU TRACÉ DE TERRAINS, DE PISTES OU SIMILAIRES (skis nautiques B63B0032000000, B63B0034000000)
A63D	JEUX DE BOULES, p.ex. JEU DE QUILLES, BOULE ITALIENNE OU PÉTANQUE; BOULODROMES; JEUX DE BAGATELLE OU JEUX ANALOGUES; BILLARDS (boules, billes A63B0037000000)
A63F	JEUX DE CARTES, JEUX SE JOUANT SUR TABLE OU JEUX DE ROULETTE; JEUX D’INTÉRIEUR UTILISANT DE PETITS ÉLÉMENTS DE JEU MOBILES; JEUX VIDÉO; JEUX NON PRÉVUS AILLEURS
A63G	MANÈGES; BALANÇOIRES; CHEVAUX À BASCULE (balançoires ou chevaux à bascule en tant que meubles de pouponnières A47D0013100000); TOBOGGANS; MONTAGNES RUSSES; DISTRACTIONS PUBLIQUES ANALOGUES
A63H	JOUETS, p.ex. TOUPIES, POUPÉES, CERCEAUX OU JEUX DE CONSTRUCTION
A63J	MATÉRIEL DE THÉÂTRE, CIRQUE OU D'AUTRES LIEUX DE SPECTACLE; ACCESSOIRES DE PRESTIDIGITATION OU ANALOGUES
A63K	COURSES; SPORTS ÉQUESTRES; MATÉRIEL OU ACCESSOIRES À CET EFFET (compteurs de temps G04F0007060000;chronométrage G07C0001220000;dispositifs d'affichage d'information variable par sélection ou combinaison d'éléments individuels G09F0009000000)
A99Z	MATIÈRE NON PRÉVUE AILLEURS DANS LA PRÉSENTE SECTION
B01B	ÉBULLITION; CHAUDIÈRES
B01D	SÉPARATION (séparation de solides par voie humide B03B, B03D, par tables ou cribles pneumatiques B03B, par voie sèche B07;séparation magnétique ou électrostatique de matériaux solides à partir de matériaux solides ou de fluides, séparation par des champs électriques à haute tension B03C;appareils centrifugeurs B04B;appareils à vortex B04C;presses en soi pour exprimer les liquides des substances qui les contiennent B30B0009020000)
B01F	MÉLANGE, p.ex. DISSOLUTION, ÉMULSION, DISPERSION (mélange des peintures B44D0003060000)
B01J	PROCÉDÉS CHIMIQUES OU PHYSIQUES, p.ex. CATALYSE OU CHIMIE DES COLLOÏDES; APPAREILLAGE APPROPRIÉ
B01L	APPAREILS DE LABORATOIRE POUR LA CHIMIE OU LA PHYSIQUE, À USAGE GÉNÉRAL (appareils d'usage médical ou pharmaceutique A61;appareils pour applications industrielles ou appareils de laboratoire dont la structure et les performances sont comparables à celles d'appareils industriels similaires, voir les classes relatives aux appareils industriels, en particulier les sous-classes de B01 et C12;appareils de séparation ou de distillation B01D;dispositifs de mélange ou d'agitation B01F;atomiseurs B05B;tamis, cribles B07B;bouchons, tampons B65D;manipulation des liquides en général B67;pompes à vide F04;siphons F04F0010000000;robinets, vannes F16K;tubes, joints pour tubes F16L;appareils spécialement adaptés à l'étude ou à l'analyse des matériaux G01, particulièrement G01N;appareils électriques ou optiques, voir les sous-classes appropriées dans les sections G et H)
B02B	PRÉPARATION DES GRAINES POUR LA MOUTURE; AFFINAGE DES FRUITS GRANULAIRES À DES FINS COMMERCIALES PAR TRAVAIL DE LA SURFACE (fabrication de pâte directement à partir des céréales A21C;conservation ou stérilisation des céréales A23B;nettoyage des fruits A23N;préparation du malt C12C)
B02C	BROYAGE, RÉDUCTION EN POUDRE OU DÉSAGRÉGATION EN GÉNÉRAL; MOUTURE DES GRAINES (obtention de poudres métalliques par broyage, meulage ou écrasement à la meule B22F0009040000)
B03B	SÉPARATION DES MATÉRIAUX SOLIDES PAR UTILISATION DE LIQUIDES OU PAR UTILISATION DE TABLES OU CRIBLES À PISTON PNEUMATIQUES (opérations pour retirer les fluides des solides B01D;séparation magnétique ou électrostatique de matériaux solides à partir de matériaux solides ou fluides, séparation par des champs électriques à haute tension B03C;flottation, sédimentation différentielle B03D;séparation par voie sèche B07;criblage ou tamisage B07B;séparation par triage individuel B07C;séparation particulière à des matériaux définis, prévue dans une seule des autres classes, voir les autres classes appropriées)
B03C	SÉPARATION MAGNÉTIQUE OU ÉLECTROSTATIQUE DE MATÉRIAUX SOLIDES À PARTIR DE MATÉRIAUX SOLIDES OU DE FLUIDES; SÉPARATION PAR DES CHAMPS ÉLECTRIQUES À HAUTE TENSION (filtres utilisant l'électricité ou le magnétisme B01D0035060000;séparation d'isotopes B01D0059000000;séparation combinant les procédés magnétiques ou électrostatiques avec les autres moyens de séparation des solides B03B, B07B;séparation des feuilles empilées B65H0003000000;aimants ou bobines magnétiques en soi H01F)
B03D	FLOTTATION; SÉDIMENTATION DIFFÉRENTIELLE (en combinaison avec une autre séparation de solides B03B;séparation par plongeants et flottants B03B0005280000)
B04B	CENTRIFUGEURS (tambours à grande vitesse pour la désagrégation B02C0019110000)
B04C	APPAREILS UTILISANT LE TOURBILLON LIBRE, p.ex. CYCLONES (silencieux ou dispositifs d'échappement pour "machines" ou machines motrices avec des moyens pour enlever les constituants solides des gaz d'échappement, au moyen de séparateurs inertiels ou centrifuges F01N0003037000;appareils de combustion du type cyclone F23)
B05B	APPAREILLAGES DE PULVÉRISATION; APPAREILLAGES D'ATOMISATION; AJUTAGES OU BUSES (mélangeurs de pulvérisation avec ajutages B01F0005200000;procédés pour appliquer des liquides ou d'autres matériaux fluides à des surfaces par pulvérisation B05D)
B05C	APPAREILS POUR L'APPLICATION DE MATÉRIAUX FLUIDES AUX SURFACES, EN GÉNÉRAL (appareillages de pulvérisation, appareillages d'atomisation, ajutages ou buses B05B;installations pour appliquer des liquides ou d'autres matériaux fluides à des objets par pulvérisation électrostatique B05B0005080000)
B05D	PROCÉDÉS POUR L’APPLICATION DE MATÉRIAUX FLUIDES AUX SURFACES, EN GÉNÉRAL (transport d'objets ou de pièces à usiner à travers des bains de liquide B65G, p.ex. B65G0049020000)
B06B	PRODUCTION OU TRANSMISSION DES VIBRATIONS MÉCANIQUES EN GÉNÉRAL (pour des procédés physiques ou chimiques particuliers, voir les sous-classes correspondantes, p.ex. B07B0001400000, B22C0019060000, B23Q0017120000, B24B0031060000, E01C0019220000;mesures des vibrations mécaniques, y compris la combinaison de la génération et de la mesure, G01H;systèmes utilisant la réflexion ou la reradiation d'ondes acoustiques G01S0015000000;production d'énergie sismique pour la prospection G01V0001020000;commande des vibrations mécaniques G05D0019000000;procédés ou dispositifs pour transmettre, conduire ou diriger le son, en général, G10K0011000000;synthèse d'ondes acoustiques G10K0015020000;éléments piézo-électriques, électrostrictifs ou magnétostrictifs H01L0041000000;moteurs avec aimant, induit ou système de bobine vibrants H02K0033000000;moteurs utilisant l'effet piézo-électrique, l'électrostriction ou la magnétostriction H02N0002000000;production d'oscillations électriques H03B;résonateurs électromécaniques comme éléments de circuits résonnants H03H;haut-parleurs, microphones, têtes de lectures pour tourne-disques ou transducteurs acoustiques électromécaniques analogues H04R)
B07B	SÉPARATION DE DIFFÉRENTS SOLIDES LES UNS DES AUTRES PAR CRIBLAGE, TAMISAGE OU UTILISATION DE COURANTS DE GAZ; SÉPARATION PAR D’AUTRES PROCÉDÉS PAR VOIE SÈCHE POUR MATÉRIAU EN VRAC, p.ex. POUR DES OBJETS INDIVIDUELS MANIPULABLES COMME UN MATÉRIAU EN VRAC (procédés de séparation par voie humide, triage par procédés utilisant des matériaux fluents comme des liquides B03;combinaisons d'appareillages de séparation par voie sèche avec des appareillages de séparation par voie humide B03B;par utilisation de liquide B03B, B03D;triage par séparation magnétique ou électrostatique de matériaux solides à partir de matériaux solides ou fluides, séparation par des champs électriques à haute tension B03C;appareils centrifuges ou à vortex pour la mise en œuvre de procédés physiques B04;triage manuel, tri postal, tri par aiguillage ou par d'autres systèmes fonctionnant en réponse à la détection ou à la mesure des caractéristiques des objets ou des échantillons de matériau B07C)
B07C	TRI POSTAL; TRI D'OBJETS INDIVIDUELS OU D'UN MATÉRIAU EN VRAC MANIPULABLE PIÈCE PAR PIÈCE COMME DES OBJETS INDIVIDUELS (spécialement adapté à un but déterminé prévu par une autre classe, voir l'endroit approprié, p.ex. A43D0033060000, B23Q0007120000)
B08B	NETTOYAGE EN GÉNÉRAL; PROTECTION CONTRE LA SALISSURE EN GÉNÉRAL (brosses A46;dispositifs pour le nettoyage ménager ou analogue A47L;séparation des particules solides dispersées dans un liquide ou un gaz B01D;séparation des solides B03, B07;pulvérisation ou application de liquides ou d'autres matériaux fluides aux surfaces en général B05;dispositifs de nettoyage pour transporteurs B65G0045100000;opérations combinées de lavage, remplissage et fermeture des bouteilles B67C0007000000;empêcher la corrosion ou l'entartrage ou l'incrustation en général C23;nettoyage des rues, des voies ferrées, des plages ou des terrains E01H;parties constitutives, détails ou accessoires des piscines ou des pataugeoires spécialement adaptés au nettoyage E04H0004160000;protection contre les charges électrostatiques ou suppression de ces charges H05F)
B09B	ÉLIMINATION DES DÉCHETS SOLIDES
B09C	RÉGÉNÉRATION DE SOLS POLLUÉS (machines pour retirer les pierres ou similaires du sol A01B0043000000; stérilisation du sol par la vapeur A01G0011000000; élimination de matières indésirables des terrains p.ex. détritus, E01H0015000000)
